id,cor_sentence
grm2208080042696,선생님께서 자세한 거 힘들면요.
grm2208030055156,어떻게 운명임을 알 수 있나요?
grm2208040041521,나의 의지를 강조하는 의미로 쓰인 게 아닌가요?
grm2210200100457,지금 위치 배정해서 보낸 거였어?
grm2209130109114,저도 토요일 아침 시험인데 일찍 시작하네요.
grm2209230101026,우리도 맨날 커피 사 먹는 거에만 집중했지 원가 절감이나 원자재 유통구조를 생각 안 하고 마셨잖아.
grm2207210028187,온라인 학위 수여식도 멋지고 서울대 너무 멋있어요.
grm2208050067359,무엇이든 다 하겠습니다.
grm2206160076728,강의 인덱스에 포함되지 않은 문제들의 해설은 알아서 풀면서 터득하라는 의미인가요?
grm2208240044608,독서는 상대적으로 밀도가 더 높고 복습할 지점도 많아요.
grm2210110106549,이건 학교에서 배워서 알아요.
grm2207210029984,가톨릭대와 중앙대 분위기 궁금합니다.
grm2209210116739,제일 어려웠다고 생각한 문제 하나 올려줄 수 있어요?
grm2208080073281,전체 다 빛 닿지 않나요?
grm2208110062485,트로이 전쟁에 대해 알고 싶어요.
grm2208290094013,해석하는데 논문이 능동적으로는 할 수 없지 않나요.
grm2210130105235,이거 여성과 현대사회 교수님이 왜 내셨을까?
grm2208020056470,어떻게 하면 빠르게 처리하면서 이해할 수 있을까요...
grm2209070067785,두 강에서 큰 차이가 있을까요?
grm2208030093488,다르다면 어떻게 다르고 같다면 어떻게 구분해야 하나요?
grm2206130093892,이는 우리가 신체의 일부인 팔의 길이를 고려하여 여러 작업을 수행하는 것과 유사합니다.
grm2207260024144,"평행이동한 거다 정도는 알겠는데, 정확히 어디로 얼마나 이동했는지는 못 구하겠네요..."
grm2210200117396,점수가 안 나왔다고 좌절하지 말아라.
grm2206160054396,"이 글의 핵심 흐름은 통제 가능, 평가 가능하다."
grm2210170105169,또 생각지 못했던 길이 열렸네.
grm2206140091600,이거 이 문장만 보고 어떻게 판단을 하죠?
grm2209210109596,인간은 적응의 동물이니 꾸준히 공부하다.
grm2208240084911,선생님 관료제에서 연공서열에 따라 보상하는 것은 구성원들의 경험을 중시하는 것과 관련이 있나요?
grm2210040107012,통금 한 시간 전에도 외박 신청은 됩니다.
grm2208110050926,자신의 위치에서 집 방향을 계속하여 다시 계산함으로써 가능하다.
grm2209080084644,"양적 연구의 과정에서, 가설 검증 이후에 일반화할지 여부를 결정하잖아요."
grm2210190112032,미적분을 지금 아예 개념조차 모르면 조금 늦은 게 맞긴 합니다.
grm2210050115686,그래서 충격 먹고 극한의 상황에 쓸려고... 두 박스를 샀는데 한 달도 안돼서 사라짐...
grm2208010067726,이 문제는 왜 풀이가 없나요?
grm2210070100440,그때 공부방 가지 말고 그냥 놀 걸 그랬어.
grm2210040105320,근데 받아주는 투석 병원이 없잖아.
grm2209160109176,학원 다닐 시간에 확 끝내면 진짜 수시 텁니다.
grm2210200112299,제가 눈치 없이 지워버렸군요.
grm2207150034764,한국지리 수학 질문을 받아주셨던 마스터님 감사했습니다.
grm2208020092738,그리고 어떤 기능을 하나요?
grm2209140106463,북한의 지도자에 대해서 어떻게 생각해?
grm2207060001929,걱정해 주시고 너무 고마워요.
grm2210050113268,저도 내신 때 저런 식으로 공부했었는데 성적 잘 나왔어요.
grm2208080050114,형식적 측면에서의 특징이 보기 초반 부분에 나와있다.
grm2207040027786,여기 수시 썼는데 붙어서 선배님 되게 해주세요.
grm2206280018080,부산에서 과외하셨어야 했는데 이제 공교육 쪽으로 가시네.
grm2208050050974,서로 독립적으로 대등하게 서술한 것이다.
grm2210140105119,나 그 사람 진짜 좋아했는데 부모님 억장이 얼마나 무너지겠어.
grm2208120060174,하셨는데 다시 반환한 건 언제인가요?
grm2210050107138,돈이라도 쥐어 주고 싶을 정도입니다.
grm2209160118843,단과 수업 들으려 가려면 좀 멀긴 합니다.
grm2207120014550,공부하기 싫을 때 마스터님 칼럼 본다.
grm2209130108381,어떻게든 공부할 생각을 하며 살아야겠어요.
grm2209050066346,두 문제가 완전히 같은 상황 아닌가요?
grm2209280110897,"같이 풀어보았으면 좋겠는 문제, 주제 추천 항상 받고 있으니 댓글 남겨주세요."
grm2210210107481,꼭 이루어졌으면 좋겠다.
grm2209150106762,거기를 예약하고 가고 이러니까 전화로 하고 이러잖아요.
grm2209160119445,브로맨스 워딩에 부들부들 거라면서 지워주세요.
grm2207150016245,저기 진짜 궁금해서 그런데 문학 시간을 어떻게 줄이죠?
grm2208110091588,아니면 아예 어떻게 긋든 상관이 없나요?
grm2210210100212,작업을 해야 하는데 장학금이 종류가 열몇 개 되거든.
grm2206150081207,먹고사는 것도 문화적 목표라고 할 수 있나요?
grm2206200017798,저도 그럴 것 같긴 했는데 그냥 여쭤보는 게 더 확실하니까요.
ext0000000120933,가짜 뉴스의 양태가 너무 복잡해졌고 통제할 수 없을 정도가 되고 있다.
grm2207070013257,나이를 한 살 한 살 먹어갈수록 더 느끼게 되는 거 같아요.
grm2209230108726,패드라서 오타가 매우 많은 점 양해 부탁드려요.
grm2206240019317,어떻게 해나가야 할지 정말 막막합니다.
grm2207120037953,문제 풀이 인강을 들어보세요!
grm2208080044349,톱밥을 던져주는 행위는 역동적인 이미지로 볼 수 있는지 궁금합니다.
grm2207270010230,나름 자존감도 높이고 있는 것 같아요!
grm2206220029132,저는 경험상 해석을 꼼꼼히 하지 않아서 틀렸던 적이 많아요.
grm2207120027968,저는 전문의를 따고 나선 사업을 하려고 합니다!
grm2208190058510,강이에서 상하이는 좌익 세력이 많기 때문에 공산당이 점령할 가능성이 높다고...
grm2210060107813,무엇보다 중요한 건 연구를 향한 끈기와 노력일 듯싶어요.
grm2207250037582,기출문제집을 계속 반복해서 푸는 것을 추천합니다.
grm2209130110150,내신 시험 범위랑도 맞아떨어져서 유용했어요!
grm2208010068938,그저 순간 속도가 증가했기 때문에 가속도 방향이 운동 방향과 같다고...
grm2206270025226,아 제가 경희대 모의논술 때 해봤는데 뭔가 불길하더라고요.
grm2209050073174,"또, 물체에서 반사되어 나온 빛이 렌즈에서 굴절하고 거울에서 반사되어 우리 눈으로 들어오면, 우린 상의 위치에서 출발한 빛이 굴절 없이 우리 눈에 도달했다고..."
grm2208050089646,만약 단정 지을 수 없다면 왜 그런가요?
grm2209280114993,저는 후각은 타고났고 시각 안 좋아 짐서 청력이 발달해서 이구동성 같은 게임 잘해요.
grm2208250069781,일단 이거가 맞는지 궁금합니다.
grm2207270008792,"학벌이 좋지 않아도, 대단한 연구 실력으로 교수되신 분들도 많아요."
grm2207250039472,지금 쓰고 있는 시리즈만 마저 끝낸다.
grm2208110055748,지면과의 마찰을 통해 회전 관성이 커진다 아닌가요?
grm2209080082428,농업 사회는 왜 업무 방식의 표준화 정도가 낮은 건가요?
grm2207280021944,목소리 때문에 문제가 더 잘 이해되는 거 같기도 하고요.
grm2208050054986,왜 이런 해석이 되는지 궁금합니다.
grm2208050072130,이해 돕기 위해 그림 첨부했습니다.
grm2210070110871,의대 가려면 이 정도 해야 되는구나.
grm2210120110298,아직 초반이니까 앞으로 꾸준히 공부하다 보면 기본적으로 알고 있는 것도 많아져요.
grm2207130012385,쓰고 나면 뿌듯하고 오래 남는 게 자소서더라고요!
grm2208180074831,강의 내용이 너무 궁금해서요.
grm2206130081529,이렇게 된다면 항상 전자가 많다고...
grm2207280014022,눈 나빠서 그런 건가 상관없을 것 같은데 밝은 부분이 뭐고 어두운 부분이 뭔지 모르겠어요.
grm2207120026170,모의고사 푸는 연습을 더 해보세요.
grm2209150110111,여기도 괜찮았고 와플 가게도 좋아요.
grm2208220067592,이 논리 전개에서 틀린 생각이 있을까요?
grm2209140110666,고려대 갈 이유가 하나 더 생겼네요.
grm2208030056722,그리고 신라와는 그저 교류만 했다는 것인가요?
grm2206140051880,더 큰 차원에서 금융 안정을 이루려고 한다는 것이다.
grm2210180099065,우리나라 노인 비율은 계속 늘어난다.
grm2208090044258,파생 접사가 붙으면 주로 새로운 단어를 만든다고 하는데요.
grm2207280030777,선생님 제 심장 소리 들리시나요?
grm2206280021063,융통성 있게 조절해서 푸시면 좋을 것 같아요!
grm2207190011448,두 번째로 풀 때 꼼꼼히 근거 찾아가며 푸는데요.
grm2208260060187,국고가 나라의 창고라는 그 뜻을 말씀하신 건가요?
grm2206220023538,둘 중 한 쪽에 살짝 무게를 두는 건 필요하다고 생각해요.
grm2208190057606,그럼 이런 부분은 참고만 하고 넘어가면 되나요?
grm2207180027966,최근에 찍은 과잠 사진은 너무 초등학생처럼 나왔다.
grm2207040034058,저는 근데 제 목표를 이루려면 높은 학점이 필요해요.
grm2207210009872,대학 가시면 스마트폰 쓰기 싫어도 쓰실 겁니다.
grm2209200100298,그냥 머릿속에 이성적인 인간이랑 쾌락 원숭이랑 두 존재가 있다고 가정을 하는 거지.
grm2207010024275,과외를 끊고 완전히 인터넷 강의로 돌리는 건 무리일까요...?
grm2206270035913,근데 서술형도 답지가 다 나와요?
grm2207060028205,저도 마스터님처럼 한 걸음 한 걸음 차근차근 나아간다.
grm2208250050601,종강 학습 방향 조언 영상 이후에도 촬영하시나요?
grm2209210117558,평가원에서 허용하는 게 어느 정도까지인지 파악하기 위해서는요.
grm2209200113441,상당히 큰데 한국인치고는요.
grm2209060089519,언제 구매할 수 있는지 궁금해요.
grm2208050044387,솔직하게 제 현실에 맞는 답변 부탁드립니다.
grm2207280033103,그리고 군대는 졸업하고 가나요?
grm2209020050184,국어 만점 받고 싶은데 좋은 답변 부탁드립니다.
grm2210180100545,한 번 보고 나면 이해가 되는 것들이 있지 않을까 싶어요.
grm2206150089635,제 생각에서 잘못된 점이 있나요?
grm2206270026929,인터넷에 수능성적표 조회 쳐서 인증했는데 됐어요.
grm2206170060110,어떤 부분에서 지원이 될 수 있었는지 궁금합니다.
grm2209150106876,깻잎은 손 안 쓰고 젓가락만으로는 먹기가 너무 힘들어요.
grm2209220101275,뭐 요즘 다 따는 거니 별로 변별력은 없는 것 같아..
grm2207040015822,너무 재밌게 보고 있어요!
grm2208300055441,근데 그 한 주가 벌써 이렇게 다가버렸네요?
grm2208310057667,즉 어리석은 신을 예찬하는 사람들을 비판하는 내용입니다.
grm2209270099935,한국 도둑놈들도 사재기하는 애들 단속하는 거고요.
grm2206270027628,쉬는 날을 정해놓고 공부하지는 않았습니다!
grm2208180086634,아니면 어차피 변화하므로 대립과 투쟁이 있어야 한다는 것 중에 어느 뜻인가요?
grm2206280015472,자막 같은 것도 정말 찰떡같이 넣으신 것 같아요!
grm2208020083843,아니면 개념 부분만 들어도 될까요?
grm2206170058664,선생님 강의를 듣는 수험생입니다.
grm2209010081161,동호회도 사회화 기관으로 볼 수 있나요.
grm2206280039351,명백하게 출제된 바 있으니 꼭 알아 두셔야 하고요.
grm2207220020629,어떻게 해야 할지 모르겠었거든요.
grm2208250053731,뜻이 자연을 즐기는 어리석은 사람이라고 가르쳐 주셨습니다.
grm2207280024939,수능 끝나고 어떤 기분이셨나요?
grm2206200001036,난 연락하는 전남친이라고 하기 애매한 오빠가 있어서요.
grm2209210100170,교수님이랑 두 시간 정도 얘기했어.
grm2209210117883,국어 인강을 꼭 끝까지 들어야 할까요?
grm2208080090805,이 문장이 지문 내용과 어떻게 연결되는지 궁금해요.
grm2209150112732,"제가 수의대에 진학하고 싶은 이유와 졸업 후 진로, 인간과 동물 사이의 질병 공유 가능성 같은 걸 의식의 흐름대로 말하고 나왔습니다..!"
grm2209130115846,작년에 했던 거라 다 까먹어서 반타작 날 수도 있었어요.
grm2209260106234,근데 언니랑 겹치는 내용은 없지?
grm2207220031425,아무래도 그런 게 조금 있죠.
grm2209220115278,요즘 너무 영어로만 바꾸고 있어서 맘에 안 드는데 저거 하나만 맘에 든다.
grm2208090087880,해도 증가율이라고 할 수 있나요?
grm2208020066521,가속도가 이런 방향으로 작용해서 속도가 이렇게 변한다.
grm2206280032942,좋은 별명 만들어 주셔서 감사합니다!
grm2209160118858,마스터님 왜 제가 들어올 때마다 마주치는 것 같죠?
grm2208020081094,아니면 특정 대상이 있나요?
grm2210110111389,작심 하루인 사람은 당일치기가 답인가요?
grm2206170074124,교재는 프린트로 수업하시는 건가요?
grm2207070014951,"마스터님이 말씀해 주신 대로 열심히 보고 있는데, 기출을 와구와구 푸는 것과 비교해서 어떤 장점이 있을까요?"
grm2210210105876,양쪽의 주장을 깊이 공부해서 들어와 주세요.
grm2207010027880,맞는데라는 생각 들었는데 해설 수정해야겠네요.
grm2208300061472,일본의 내각이 그대로 우리나라의 행정까지 맡았던 건가요?
grm2208180042349,언제나 국어는 이 정도 백분위를 유지했습니다.
grm2206130052082,있으시면 업로드 일정이 독서랑 같나요?
grm2208090066392,해서 대전이 일어나지는 않나요?
grm2209190100000,이건 횟수로 하는 게 아니라 그냥 월 단위로 하는 거라서. 근데 보강은 없을 것도 같고 모르겠네.
grm2209280113455,시야의 중요성을 너무 간과하시네.
grm2207080028061,국어의 수업방식을 경험한다는 것이 진짜 매력적인 것 같아요.
grm2206200017557,이의 제기는 어떻게 하신 건가요?
grm2208310069261,그럼 만약에 이 문제를 처음 접했다고...
grm2208230091900,국가보조금은 전통적인 농업에 제공되는 것 아닌가요?
grm2207260009861,남은 기간 열심히 공부하겠습니다!
grm2206220025499,어지간하면 최저는 다들 맞추더라고요.
grm2208260067070,"그렇다면, 두 물체의 속도는 다르지만 속도의 크기는 같다고..."
grm2210210113661,근데 내가 본 바로론 오타 잘 안 내.
grm2209260100415,그거 보는데 댓글에 막 성매매 여성이니 피해자도 잘못했다느니 그러는 거 보니까 완전 열받아.
grm2208080057331,세계사라는 과목이 개념이 중요하잖아요.
grm2208230041451,제 극주위에 반대하는 사람들은 신국민에 포함되지 않나요?
grm2208080073353,그래서 체중계에는 중력을 표시하지 않은 건가요?
grm2210040111530,대학 가면 다 한다는데 궁금해지네요.
grm2207270016482,마스터님 칼럼 볼 때마다 정성에 놀라요.
grm2209080082997,봐서 여성의 수가 더 많다고...
grm2207070002994,정시랑 똑같이 선발하는데 정시 모집과 달리 군 제한이 없고 원서 몇 장 쓰는지 제한도 없는 것만 달라요!
grm2209230103737,사진만 봐도 많아 보이기도 하는군.
grm2209150113413,마자 너 공부하는 시간에 비해 인증이 너무 없더라.
grm2207190011763,윤리 과목 선택하기를 잘했다는 말만큼 듣기 좋은 말이 없죠.
grm2209060090949,아니면 강의가 올라오기 전에 교재가 나올 수 있나요?
grm2209230119600,젤리에 빨간 점 같은 게 있는데 이게 뭐죠...
grm2209200114219,유전 좋아하는데 솔직히 전 풀기 싫게 생긴 건 맞는듯한데요.
grm2209220116550,과외에서 수업 들으면 소 필기하는 거여서요.
grm2210180113984,한 번도 안 해봤는데 기립성 저혈압 심해도 상관없나요?
grm2206170057455,하셨는데 책에는 제 국내 시민에게 적용되었다고...
grm2208230080304,고민이나 사색도 서로 다른 역할 기대라면 동시에 충돌된 고민을 하는 것은 역할 갈등이라 볼 수 없는 건가요?
grm2207060015901,칼럼 또 찾아와버렸네요.
grm2209160109554,그래서 저는 그냥 학교를 안 가요.
grm2208250059063,해당 시간에 청동기 얘기하실 때 군장은 있지만 왕은 없다고 하셨잖아요.
grm2208020085451,가설 검증 단계에서 기각되거나 수용되는데 수용되기도 애매하고 기각되기에도 애매하지 않나요.
grm2210210116536,고등학교 올라와서는 쭉 국어 선생님이 하고 싶었어요.
grm2208220061230,당 초기라는 것 잘 모르겠어요.
grm2210180116358,감 잡기 전에는 어려운데 감 잡으면 겁나 쉬움...
grm2208230067773,속도 제곱 차이도 다르게 보이는데 아닌가요?
grm2207220025578,겨울방학 때 시간 배분을 어떻게 하셨나요??
grm2206240001853,우리 남은 날도 힘차게 보내봅시다.
grm2208030089365,"하품과 같은 생리적 현상은 인간의 가치나 의도가 반영되지 않은, 자연적으로 발생하는 현상이기 때문에 자연 현상이라고 보는 것이 적절합니다."
grm2206220001759,그런 생각 들면 그냥 아무 생각 없이 뇌를 비우시면 되긴 하더라고요.
grm2206270003297,어떻게든 대학 가보겠다고 수능 준비해 보려고 하는데 너무 도움 되네요.
grm2209150118921,아기야 그런 거짓말 하면 안 돼.
grm2210060114446,단어나 긴 문장 독해가 부족한 것일 수 있으니 이 부분에 집중해서 해보세요.
grm2208160074275,제 풀이가 왜 안되는지 모르겠어요.
grm2210070115885,최선을 다하면 당장 지금은 힘들더라도 결국 그에 따른 결과를 얻게 되실 테니까요.
grm2210130106650,둘 다 상관없는 건가?
grm2208040076549,그리고 해설은 선생님의 강의 스타일이랑 같은 해설인지 궁금합니다.
grm2210050109429,제가 평소보다 잘 본 게 아니고 쉬웠죠?
grm2208050053495,일상적인 모습을 사실적인 모습으로 의역해서 읽는 것은 비약인가요?
grm2209130119244,저는 수업 듣고 선생님이 말씀해 주신 부분을 가리고 스스로 중요한 부분을 찾아보는 식으로 복습했어요!
grm2210110105251,저런 말들이 엄청 나와.
grm2207220003154,저 때는 정시 면접이 영상 제출이라 자세히 모르겠네요!
grm2206210027988,꾸준히 플래너 쓰길 응원할게요.
grm2210180117240,진짜 좋았는데 너무 안타까워요.
grm2210190109062,극복하고 싶은데 팁 좀 주세요.
grm2207280004236,교재랑 필기노트가 개별 배송돼서요.
grm2208300052681,선지에서 본 담 지문 속 내용에 반응해도 늦지 않다.
grm2207070010034,해설지에는 간접 제시라고 하는데 이건 왜 직접 제시가 아니라 간접 제시인가요?
grm2209280114910,아직도까지 공부 마무리를 못하고 못 자고 있어요.
grm2208110081260,분수가 나오긴 하는데 그래도 되나요?
grm2210140117577,개인적으로 수학하는 사람들 너무 멋있어요.
grm2207010024862,전부 문제의 이유가 다른 것도 꽤 웃겨요.
grm2206140051433,환각의 저 비 장면에도 그 장면이 편집되어 있었다.
grm2210110099724,한 분은 원래 방송작가 하려고 학원 다니고 실전으로 뛰다가 돈이 안 되고 해서 다시 들어왔대.
grm2209280119418,몇 년째 그러는 중이라 감으로 어찌어찌 넘겼는데 슬슬 고비네요..
grm2208300051461,이해력이 빠르고 문제를 많이 푸는 것을 선호하는 성향이다.
grm2209050079249,빛의 방향과 수직이면 변하지 않는다고...
grm2207210001522,참고로 삼각함수 합성 교육과정에서 빠진 걸로 알고 있는데 교과서 보면 없을 거예요.
grm2209290100505,나 지금 찾아보는 건 비디오 재생 관련이어서 그냥 공부하다가 배운 적 있나 싶어서 물어봄.
grm2209160115785,아 진짜 다 안 주무시고 계셨으면서 안 놀아주신 겁니까?
grm2208190076429,이과인데 이 문제 엄마가 뭔지 궁금해요.
grm2210050113593,개인적으로 움직이는 건 전혀 도움이 안 되니까요.
grm2210040116236,다시 게시판이 부활한 거 같네요.
grm2210050109233,도대체 국어 공부는 어떻게 해야 할까요?
grm2208170054542,보기의 내용이 모두 작품에 적용된다는 보장이 없다.
grm2210140107229,오늘 너무 재미있었습니다.
grm2209280113774,뿌리부터 뽑고 싶으시면 해결 방안을 모색해서 관리자에게 문의하시든가요?
grm2208020064775,그래서 한국사 공부 시간을 최소화해야 한다고 생각해요.
grm2207210023853,그림체 너무 이쁘시고 도움 되는 내용만 있던데요.
grm2208300068367,제가 뭘 놓친 건지 모르겠어요.
grm2207250036733,그러면 정말 딱 잠만 좀 더 주무세요.
grm2208120073104,왜 뚫고 들어가는 자기장인가요?
grm2210120114511,수능에 나올만한 얘기 너무 잘 해줘서 저는 너무 좋았어요.
grm2207070009743,학원에서 주는 자료 양이 엄청났나 봐요.
grm2210050110870,애기부엉이로 들어왔는데 벌써부터 수학 자료가 너무 많아요.
grm2208160060761,"미일 수호 통상조약에서 미국은 일본에 미국의 물품을 수출하기 용이하도록 하기 위해 개항, 관세 자주권 박탈 등의 조약을 걸어 놓은 것 아닌가요?"
grm2206140080812,차이가 있다면 어떤 것인가요?
grm2206220019617,저도 열심히 해서 고대 갈게요.
grm2210170109795,이런 글 보고 너무 상처 입어서 공부를 안 하는 일은 없길 바랍니다.
grm2208190063791,대운하 건설 시작은 수 문제로 알고 있는데요.
grm2208040068346,수소 핵융합 반응에서는 원자번호의 합이 변하는 건가요?
grm2208310082967,진화론은 미래 사회에 대한 전망과 대응에 대해서 어떤 평가를 받나요?
grm2207070016714,그림 함 그려봤는데 재밌네요.
grm2209220104792,애들한테 말이나 해봐야겠긴 하겠어.
grm2206160064428,그리고 베이징 조약이랑 톈진 조약이랑 구분은 어떻게 하나요?
grm2209190113207,시간이 그 정도나 걸리면 뭔가 수를 쓰는 게 맞죠.
grm2210040107076,화학을 올해 처음 시작한 재수생입니다.
grm2207220031104,스위스는 힐링하긴 좋은데 지갑은 죽어납니다.
grm2206300037706,다음 글에는 가독성에 더 신경 쓰겠습니다.
grm2208260043100,강의 끝날 때마다 복습 차원으로 해야 되나요?
grm2210170111077,오늘부터 한번 저 방법으로 해보려고요!!
grm2207040030336,그만큼 성장하고 있단 뜻 아닐까.
grm2209080091323,듣기 어디서 할 수 있어요?
grm2206240030414,전역하고 공부를 바닥부터 시작하면서 노력해서 될까?
grm2209270107040,농담이었지만 못 지킨 거 미아네요.
grm2208300058536,원거리 무역으로 인해서 지중해 무역이 나타난 것인가요?
grm2206150081658,여기가 무슨 말인지 모르겠어요.
grm2210110110463,꼼꼼히 오답하는 걸 추천해요.
grm2209020089082,할 수 있는 표본을 예를 들어 주시면 감사하겠습니다.
grm2208230070326,본격적인 수학적 내용이 없어도 수강하고 이해하는 데 무리가 없을까요?
grm2206270001535,풀었던 문제를 다시 풀면 자꾸 답이 바로 생각나고 진짜 어떻게 복습을 해야 하나요?
grm2209160101048,코로나 조심하고 완화되면 미친 각설이처럼 돌아다닐 거다.
grm2209280113745,문제 될 만한 게 전혀 없고요.
grm2210040113151,내가 미처 생각하지 못했던 나에 대한 문제점을 하나하나 따져보고 정리하는 거 너무 좋은 방법인 것 같아요.
grm2207130028045,오전에 올려주셔서 저는 오전에 학교에서 봤네요.
grm2210110099836,박사라면 어디 이름 모를 학교에서 학위 받은 것보다 카이스트에서 받은 걸 더 높은 가치로 쳐요.
grm2208240049986,문제 풀 때 헷갈렸는데요.
grm2209020084076,문화는 변동이 되더라도 시간을 초월하여 존재할 수 있는 것 아닌가요.
grm2206150089294,학생의 가정 배경에 따라 학업 성취도가 결정된다고 본다.
grm2210180099763,교사들 반응이 진짜 극과 극으로 나뉜대.
grm2207190000078,어느 정도인지는 잘 모르겠고요.
grm2209190118657,공부할 때 영어만큼은 그래도 기출보단 비중을 줄이는 게 좋을 겁니다!
grm2209070075305,서로 다른 식에 존재하는 분수들인데 같다고...
grm2208170073911,파란색 필터와 연결된 다이오드에서는 전자가 발생하지 않았다고...
grm2208100091223,이렇게 추측해도 맞는 건가요?
grm2208170093471,하셨는데 아직 배송 안 된 거 맞죠.
grm2207290012205,보기를 읽은 뒤에 지문은 빠르게 훑으면서 힌트가 되는 부분만 읽어요.
grm2208080042673,선생님께서 삽입된 정보는 중심 주제와는 별도로 따로 모아서 정리해야 된다고 말씀하셔서 전자에 해당되는 건가 싶어서요.
grm2208020074906,처음이라 너무 막막하네요.
grm2206290033636,국어 수학 영역의 경우 시험지의 여백에 문제 풀이용으로 활용이 가능해요.
grm2208020052260,부사어는 체언을 수식하지는 않나요?
grm2208110058552,아니면 그냥 교류라고 하나요?
grm2210060105316,코로나 때문에 사람들이 얼마나 죽는다고...
grm2207200002951,복습하고 내신 준비하면서 시중에 나와있는 문제집들 많이 풀어보시면 될 것 같아요.
grm2210170106181,교수님께 저기다가 재출해도 좋을지 여쭤볼까?
grm2210190101208,"후배 선생님은 중국어, 한국어를 유창하게 하시니까 중도 입국 자녀들이 모국어를 잊어버리고 있다는 것을 눈치채신 것 같아."
grm2208220091808,"왜 반대로 해석하는지, 이렇게 하면 오히려 다른 의미가 되지 않나요?"
grm2208030084881,전체 인구가 증가한 것은 어떻게 알죠.
grm2207080019992,한번 공부해 보시고 꼭 후기 들려주세요!
grm2207130028194,어제 제가 선배에게 여쭈어봤던 부분이었네요.
grm2206280039547,일반적으로 저 정도까지는 아닌 것 같아요.
grm2209220101585,간호관리 법규도 전공책 안 사도 돼.
grm2208010092570,저번에 상담했던 학생입니다.
grm2209130114901,시험 종 치면 같이 시작하는 거 아니에요?
grm2208100055955,뒤에 해설지가 있는 부분에 추가 필기를 하는 게 좋은가요?
grm2208120060690,그리고 사용하는 교재는 없나요?
grm2207120029575,"이 경우가 가장 좋았는데, 친구가 어떤 과정으로 푸는지 바로 옆에서 볼 수 있어서 좋았어요!"
grm2210040099033,화장실 가고 싶은데 실험이 안 끝나네.
grm2210170104684,스승이나 아버지나 젊은 놈들이나 마인드가 왜 이런지 모르겠어.
grm2206270001698,"주 교재 복습 내용이 앞이 조금 있고 주 교재와 비슷한 제재, 비슷한 주제의 지문들을 실은 걸로 알아요."
grm2206270025154,일단 저는 언쟁을 벌일 생각 아 있었습니다.
grm2208220072779,온도가 다르면 왜 파장이 달라지죠?
grm2210110100150,아침에 자고 일어나자마자 풀어서 이 모양인 건.
grm2207180033942,있을지 모르겠는데 한번 찾아볼게요!
grm2206160084377,적합한 것은 아니지 않나요?
grm2207060011869,다른 선배님들도 평가원 스타일을 이해하는 게 중요하다고 하시는데 그게 뭔지를 모르겠어요.
grm2209160108111,나오는 게 오히려 공부 잘될 수도 있어요.
grm2208090058507,이때 나오는 강남은 어느 지역을 지칭하는 것인가요?
grm2207180039282,수행평가 등쳐먹었는데 대학 탈락 기도 정도로 끝낸다고요?
grm2209020091105,쓸 수 있다면 이때의 해석은 어떻게 하나요?
grm2207110001854,왠지 미안하다고 해야 될 것 같오...
grm2209200100186,강남구는 보통 다 스쳐지나가는 사람들이라 사람이 많지만 주거인은 적고요.
grm2207260033192,수능 연계율 떨어졌는데 저 방법을 써도 될까요??
grm2208120078960,풀어야 한다면 어떤 문제집이 좋나요?
grm2206140082850,가치관도 자아 정체성이라고 배웠어요.
grm2208220093991,"싶은데, 너무 무리한 해석인가요?"
grm2206210003974,이번에도 열심히만 한다면 오르기야 하겠죠.
grm2207110030722,주변에서 포기하지 말라고 해서 최선을 다 하고 있어요.
grm2209080065224,준위는 그냥 궤도라고 인식하면 되나요?
grm2208160093209,이번에 괜찮아 어휘 문장을 병행하려고 하는 재수생입니다!
grm2208040091467,계속 읽기만 반복하는 데 효과가 없는 것 같습니다.
grm2209150098842,개혁 정치를 통해 봉건 지배 질서를 타파하고자 하였다.
grm2208250053403,해설에는 개연성이 없다고 되어있어서요!
grm2210050106783,그럼 저렇게 보내는 거로...
grm2208180066018,"가, 나 상황에서 제가 힘 분석을 옳게 했는지 확인해 주세요."
grm2206270022956,개인적으로 학교장 추천을 받을 수 있으면 받는 게 유리하다고 봅니다.
grm2208080059688,"그러나, 한나라는 그러한 것을 압박하는데, 한나라는 왜 고조선을 압박하는 것인가요."
grm2209200108826,이해를 못 했는데 뭔가 대단한 풀인 것 같아요.
grm2206140041193,"수험생들, 학생들이 피해 보고 있는데 교재 환불해 주시는 것도 생각해 주세요."
grm2206150040976,번뇌를 부정으로 보고 별빛은 플러스 상황으로 봐서 정신적 극복이라고 하셨는데요.
grm2206270022815,요즘 나태해질 뻔했는데 다시 열심히 하겠습니다.
grm2207260027319,작년에는 그랬는데 올해는 어떻게 될지 모르겠네요.
grm2209200110455,교과서가 유일한 학습 루트는 아니니까요.
grm2206140051640,지문에 저는 어디로 어디로 들입다 쏘다녔는지 하나도 모른다.
grm2210130105713,코로나로 피해 입은 사람이 이만저만이 아니다.
grm2210140118095,덕분에 한번 깨닫고 갑니다.
grm2206170059411,"기업가는 장애인, 남자, 여자 등 아무나 할 수 있는 거 아닌가요?"
grm2209060059549,그리고 율령 정비 완비 도입 반포 다 다른 말이에요.
grm2206230019795,부분이 너무 애매한 거 아닌가요?
grm2210200114319,타격 온 건 네 잘못에 대한 벌이잖아.
grm2207270029987,기타 자격시험과는 다르게 무조건 동차 합격만 인정됩니다.
